customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
LA14484,Nevada,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Special Auto,Special L1,Offer3,Web,292.8,Four-Door Car,Medsize,A
SE72928,California,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal Auto,Personal L1,Offer1,Agent,158.077504,Sports Car,Medsize,A
DW96592,California,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,
UQ30615,California,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize,A
QE13586,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,
FR12423,Oregon,24127.50402,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,A
OY95739,Nevada,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,542.4,SUV,Medsize,A
YC80498,California,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L1,Offer1,Web,362.774545,Two-Door Car,Medsize,A
ZL37444,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A
BD53342,Washington,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Branch,379.2,Four-Door Car,Medsize,
LK90215,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal Auto,Personal L3,Offer2,Agent,300.056383,Four-Door Car,Medsize,
NB54665,Arizona,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
UV89077,Oregon,11638.89947,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10.0,77,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Sports Car,Large,A
VQ82774,California,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21.0,32,0.0,2,Personal Auto,Personal L2,Offer2,Agent,574.024018,Two-Door Car,Medsize,A
EP46328,California,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small,
WG39961,Oregon,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,
EM78211,Oregon,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,,,A
IW70308,Oregon,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
VP57785,Oregon,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L1,Offer1,Web,362.774545,Two-Door Car,Medsize,A
DX65548,Arizona,4834.710493,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L1,Offer2,Call Center,316.8,Four-Door Car,Medsize,A
AM26717,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal Auto,Personal L1,Offer1,Agent,960.115399,SUV,Large,A
IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,,,
RU94434,Oregon,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,
RN48574,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Medsize,A
CX22458,California,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal Auto,Personal L3,Offer1,Agent,158.077504,,,
XY36764,California,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize,
LC59148,Washington,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L1,Offer1,Branch,667.2,SUV,Medsize,
TY59231,California,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L3,Offer2,Agent,624.0,SUV,Medsize,A
BK76107,Oregon,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Personal Auto,Personal L1,Offer2,Web,256.43803,Four-Door Car,Medsize,A
TW94555,Nevada,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Personal Auto,Personal L3,Offer2,Agent,57.712985,Sports Car,Medsize,
ND68993,Nevada,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,
WL40338,California,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,,56,,3,Personal Auto,Personal L1,Offer2,Agent,288.572108,Four-Door Car,Medsize,
VB69838,Oregon,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,A
WW87934,Arizona,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,
QX84402,California,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small,A
XG64081,Arizona,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Medsize,A
IE85867,Arizona,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,A
BW94308,Washington,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,
LS59637,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,345.6,Two-Door Car,Large,
SZ56338,Oregon,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,A
PI47776,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,61.769564,Four-Door Car,Medsize,
UP80657,Washington,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,331.2,Four-Door Car,Small,A
KV56995,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,
PG67485,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,A
HX90683,California,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,
LQ28707,Oregon,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L3,Offer1,Branch,404.817249,Four-Door Car,Medsize,
YL74911,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,,64,,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,A
PO90615,Arizona,2491.257604,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,A
ST96866,Washington,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Special Auto,Special L3,Offer1,Agent,960.115399,SUV,Large,A
AU77281,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,
KY55245,California,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,A
QO77034,California,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,660.430456,SUV,Medsize,
PQ72803,Washington,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,,,
ZF73834,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,A
XW98867,Oregon,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,SUV,Medsize,
LN26837,California,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,A
JP12645,Arizona,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,A
SJ95423,Arizona,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,A
BO87401,Nevada,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,
TZ19823,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,A
AY19539,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
FR15853,Nevada,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,384.0,Two-Door Car,Large,
JA93297,California,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,404.817249,Four-Door Car,Medsize,A
UA94723,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,
DS34823,Arizona,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,,1,,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small,
PT34656,California,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,
OG17756,Arizona,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Agent,667.2,Sports Car,Medsize,
TG67664,California,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,A
CQ72935,Arizona,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,A
FY32213,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
KG23128,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,
XZ87318,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,A
TD90177,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,
YQ53901,Washington,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Personal Auto,Personal L3,Offer1,Agent,456.702735,Two-Door Car,Medsize,A
ZG82127,California,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,419.365958,SUV,Medsize,
BV36386,California,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,A
EI71732,Oregon,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Personal Auto,Personal L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,A
KM63956,California,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,900.0,SUV,Small,
TW91179,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
RA91280,Arizona,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Personal Auto,Personal L1,Offer2,Branch,91.834668,Four-Door Car,Medsize,
CN22369,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,,24,,1,Special Auto,Special L3,Offer2,Web,340.8,Four-Door Car,Medsize,
QZ24527,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize,A
DB79694,Arizona,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize,A
EM78211,Oregon,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,
KH81863,Oregon,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,,51,,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,A
UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,A
PX86841,Arizona,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Special Auto,Special L2,Offer2,Agent,393.6,Four-Door Car,Medsize,
XD81935,Oregon,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10.0,56,1.0,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize,
KZ11847,California,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Small,A
XR52852,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small,
DY34638,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,
QW40898,Arizona,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,A
VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,
IC94434,California,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
UN97379,Oregon,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
SK32629,California,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,A
RN82884,Arizona,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,,,A
XL58577,California,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L2,Offer1,Branch,828.0,SUV,Medsize,A
ST27958,Washington,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
XC15133,Nevada,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,
NE16405,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize,
LC90366,Nevada,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,,,
HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
JF25129,California,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,,63,,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,
KU13616,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,Medsize,
LJ15849,Arizona,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,Large,A
XS98744,Oregon,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Special Auto,Special L1,Offer1,Agent,312.0,Four-Door Car,Small,A
YB96664,Washington,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,
XO92596,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
EI10204,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,A
UQ73252,Arizona,4636.54647,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7.0,43,1.0,5,Personal Auto,Personal L3,Offer2,Agent,316.8,Two-Door Car,Medsize,
OU60143,Oregon,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,882.871945,Four-Door Car,Small,
UA73107,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
MB69535,Washington,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,
PA16884,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,A
YX35990,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31.0,30,1.0,3,Corporate Auto,Corporate L2,Offer1,Branch,326.4,Four-Door Car,Small,
UG48681,Nevada,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,A
SM10254,Oregon,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L1,Offer2,Agent,839.348464,SUV,Small,
FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,,,
LQ76410,Arizona,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Special Auto,Special L1,Offer2,Call Center,207.75186,Four-Door Car,Medsize,A
TX13297,California,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,A
